Mod:Item:MetaData, Localized Name
animania:entity_egg_chick_orpington, item.animania_entity_egg_chick_orpington.name
animania:entity_egg_hen_orpington, item.animania_entity_egg_hen_orpington.name
animania:entity_egg_rooster_orpington, item.animania_entity_egg_rooster_orpington.name
animania:entity_egg_chick_plymouth_rock, item.animania_entity_egg_chick_plymouth_rock.name
animania:entity_egg_hen_plymouth_rock, item.animania_entity_egg_hen_plymouth_rock.name
animania:entity_egg_rooster_plymouth_rock, item.animania_entity_egg_rooster_plymouth_rock.name
animania:entity_egg_chick_rhode_island_red, item.animania_entity_egg_chick_rhode_island_red.name
animania:entity_egg_hen_rhode_island_red, item.animania_entity_egg_hen_rhode_island_red.name
animania:entity_egg_rooster_rhode_island_red, item.animania_entity_egg_rooster_rhode_island_red.name
animania:entity_egg_chick_wyandotte, item.animania_entity_egg_chick_wyandotte.name
animania:entity_egg_hen_wyandotte, item.animania_entity_egg_hen_wyandotte.name
animania:entity_egg_rooster_wyandotte, item.animania_entity_egg_rooster_wyandotte.name
animania:entity_egg_calf_angus, item.animania_entity_egg_calf_angus.name
animania:entity_egg_cow_angus, item.animania_entity_egg_cow_angus.name
animania:entity_egg_bull_angus, item.animania_entity_egg_bull_angus.name
animania:entity_egg_calf_friesian, item.animania_entity_egg_calf_friesian.name
animania:entity_egg_cow_friesian, item.animania_entity_egg_cow_friesian.name
animania:entity_egg_bull_friesian, item.animania_entity_egg_bull_friesian.name
animania:entity_egg_calf_hereford, item.animania_entity_egg_calf_hereford.name
animania:entity_egg_cow_hereford, item.animania_entity_egg_cow_hereford.name
animania:entity_egg_bull_hereford, item.animania_entity_egg_bull_hereford.name
animania:entity_egg_calf_holstein, item.animania_entity_egg_calf_holstein.name
animania:entity_egg_cow_holstein, item.animania_entity_egg_cow_holstein.name
animania:entity_egg_bull_holstein, item.animania_entity_egg_bull_holstein.name
animania:entity_egg_calf_longhorn, item.animania_entity_egg_calf_longhorn.name
animania:entity_egg_cow_longhorn, item.animania_entity_egg_cow_longhorn.name
animania:entity_egg_bull_longhorn, item.animania_entity_egg_bull_longhorn.name
animania:entity_egg_calf_highland, item.animania_entity_egg_calf_highland.name
animania:entity_egg_cow_highland, item.animania_entity_egg_cow_highland.name
animania:entity_egg_bull_highland, item.animania_entity_egg_bull_highland.name
animania:entity_egg_calf_jersey, item.animania_entity_egg_calf_jersey.name
animania:entity_egg_cow_jersey, item.animania_entity_egg_cow_jersey.name
animania:entity_egg_bull_jersey, item.animania_entity_egg_bull_jersey.name
animania:entity_egg_calf_mooshroom, item.animania_entity_egg_calf_mooshroom.name
animania:entity_egg_cow_mooshroom, item.animania_entity_egg_cow_mooshroom.name
animania:entity_egg_bull_mooshroom, item.animania_entity_egg_bull_mooshroom.name
animania:entity_egg_toad, item.animania_entity_egg_toad.name
animania:entity_egg_frog, item.animania_entity_egg_frog.name
animania:entity_egg_kid_alpine, item.animania_entity_egg_kid_alpine.name
animania:entity_egg_buck_alpine, item.animania_entity_egg_buck_alpine.name
animania:entity_egg_doe_alpine, item.animania_entity_egg_doe_alpine.name
animania:entity_egg_kid_angora, item.animania_entity_egg_kid_angora.name
animania:entity_egg_buck_angora, item.animania_entity_egg_buck_angora.name
animania:entity_egg_doe_angora, item.animania_entity_egg_doe_angora.name
animania:entity_egg_kid_fainting, item.animania_entity_egg_kid_fainting.name
animania:entity_egg_buck_fainting, item.animania_entity_egg_buck_fainting.name
animania:entity_egg_doe_fainting, item.animania_entity_egg_doe_fainting.name
animania:entity_egg_kid_kiko, item.animania_entity_egg_kid_kiko.name
animania:entity_egg_buck_kiko, item.animania_entity_egg_buck_kiko.name
animania:entity_egg_doe_kiko, item.animania_entity_egg_doe_kiko.name
animania:entity_egg_kid_kinder, item.animania_entity_egg_kid_kinder.name
animania:entity_egg_buck_kinder, item.animania_entity_egg_buck_kinder.name
animania:entity_egg_doe_kinder, item.animania_entity_egg_doe_kinder.name
animania:entity_egg_kid_nigerian_dwarf, item.animania_entity_egg_kid_nigerian_dwarf.name
animania:entity_egg_buck_nigerian_dwarf, item.animania_entity_egg_buck_nigerian_dwarf.name
animania:entity_egg_doe_nigerian_dwarf, item.animania_entity_egg_doe_nigerian_dwarf.name
animania:entity_egg_kid_pygmy, item.animania_entity_egg_kid_pygmy.name
animania:entity_egg_buck_pygmy, item.animania_entity_egg_buck_pygmy.name
animania:entity_egg_doe_pygmy, item.animania_entity_egg_doe_pygmy.name
animania:entity_egg_lamb_friesian, item.animania_entity_egg_lamb_friesian.name
animania:entity_egg_ewe_friesian, item.animania_entity_egg_ewe_friesian.name
animania:entity_egg_ram_friesian, item.animania_entity_egg_ram_friesian.name
animania:entity_egg_lamb_suffolk, item.animania_entity_egg_lamb_suffolk.name
animania:entity_egg_ewe_suffolk, item.animania_entity_egg_ewe_suffolk.name
animania:entity_egg_ram_suffolk, item.animania_entity_egg_ram_suffolk.name
animania:entity_egg_lamb_dorper, item.animania_entity_egg_lamb_dorper.name
animania:entity_egg_ewe_dorper, item.animania_entity_egg_ewe_dorper.name
animania:entity_egg_ram_dorper, item.animania_entity_egg_ram_dorper.name
animania:entity_egg_lamb_dorset, item.animania_entity_egg_lamb_dorset.name
animania:entity_egg_ewe_dorset, item.animania_entity_egg_ewe_dorset.name
animania:entity_egg_ram_dorset, item.animania_entity_egg_ram_dorset.name
animania:entity_egg_lamb_merino, item.animania_entity_egg_lamb_merino.name
animania:entity_egg_ewe_merino, item.animania_entity_egg_ewe_merino.name
animania:entity_egg_ram_merino, item.animania_entity_egg_ram_merino.name
animania:entity_egg_lamb_jacob, item.animania_entity_egg_lamb_jacob.name
animania:entity_egg_ewe_jacob, item.animania_entity_egg_ewe_jacob.name
animania:entity_egg_ram_jacob, item.animania_entity_egg_ram_jacob.name
animania:entity_egg_buck_cottontail, item.animania_entity_egg_buck_cottontail.name
animania:entity_egg_doe_cottontail, item.animania_entity_egg_doe_cottontail.name
animania:entity_egg_kit_cottontail, item.animania_entity_egg_kit_cottontail.name
animania:entity_egg_buck_chinchilla, item.animania_entity_egg_buck_chinchilla.name
animania:entity_egg_doe_chinchilla, item.animania_entity_egg_doe_chinchilla.name
animania:entity_egg_kit_chinchilla, item.animania_entity_egg_kit_chinchilla.name
animania:entity_egg_buck_dutch, item.animania_entity_egg_buck_dutch.name
animania:entity_egg_doe_dutch, item.animania_entity_egg_doe_dutch.name
animania:entity_egg_kit_dutch, item.animania_entity_egg_kit_dutch.name
animania:entity_egg_buck_havana, item.animania_entity_egg_buck_havana.name
animania:entity_egg_doe_havana, item.animania_entity_egg_doe_havana.name
animania:entity_egg_kit_havana, item.animania_entity_egg_kit_havana.name
animania:entity_egg_buck_jack, item.animania_entity_egg_buck_jack.name
animania:entity_egg_doe_jack, item.animania_entity_egg_doe_jack.name
animania:entity_egg_kit_jack, item.animania_entity_egg_kit_jack.name
animania:entity_egg_buck_new_zealand, item.animania_entity_egg_buck_new_zealand.name
animania:entity_egg_doe_new_zealand, item.animania_entity_egg_doe_new_zealand.name
animania:entity_egg_kit_new_zealand, item.animania_entity_egg_kit_new_zealand.name
animania:entity_egg_buck_rex, item.animania_entity_egg_buck_rex.name
animania:entity_egg_doe_rex, item.animania_entity_egg_doe_rex.name
animania:entity_egg_kit_rex, item.animania_entity_egg_kit_rex.name
animania:entity_egg_buck_lop, item.animania_entity_egg_buck_lop.name
animania:entity_egg_doe_lop, item.animania_entity_egg_doe_lop.name
animania:entity_egg_kit_lop, item.animania_entity_egg_kit_lop.name
animania:entity_egg_peachick_charcoal, item.animania_entity_egg_peachick_charcoal.name
animania:entity_egg_peahen_charcoal, item.animania_entity_egg_peahen_charcoal.name
animania:entity_egg_peacock_charcoal, item.animania_entity_egg_peacock_charcoal.name
animania:entity_egg_peachick_opal, item.animania_entity_egg_peachick_opal.name
animania:entity_egg_peahen_opal, item.animania_entity_egg_peahen_opal.name
animania:entity_egg_peacock_opal, item.animania_entity_egg_peacock_opal.name
animania:entity_egg_peachick_peach, item.animania_entity_egg_peachick_peach.name
animania:entity_egg_peahen_peach, item.animania_entity_egg_peahen_peach.name
animania:entity_egg_peacock_peach, item.animania_entity_egg_peacock_peach.name
animania:entity_egg_peachick_purple, item.animania_entity_egg_peachick_purple.name
animania:entity_egg_peahen_purple, item.animania_entity_egg_peahen_purple.name
animania:entity_egg_peacock_purple, item.animania_entity_egg_peacock_purple.name
animania:entity_egg_peachick_taupe, item.animania_entity_egg_peachick_taupe.name
animania:entity_egg_peahen_taupe, item.animania_entity_egg_peahen_taupe.name
animania:entity_egg_peacock_taupe, item.animania_entity_egg_peacock_taupe.name
animania:entity_egg_peachick_blue, item.animania_entity_egg_peachick_blue.name
animania:entity_egg_peahen_blue, item.animania_entity_egg_peahen_blue.name
animania:entity_egg_peacock_blue, item.animania_entity_egg_peacock_blue.name
animania:entity_egg_peachick_white, item.animania_entity_egg_peachick_white.name
animania:entity_egg_peahen_white, item.animania_entity_egg_peahen_white.name
animania:entity_egg_peacock_white, item.animania_entity_egg_peacock_white.name
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:item_tiller, Tiller
animania:hamster_food, Hamster Food
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:riding_crop, Riding Crop
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:wheel, Wheel
animania:milk_bottle, Bottle of Milk
animania:animania_manual, Animania Manual
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle, Truffle
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:honey_bottle, Bottle of Honey
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, item.animania_entity_egg_random.name
animania:entity_egg_cow_random, item.animania_entity_egg_cow_random.name
animania:entity_egg_pig_random, item.animania_entity_egg_pig_random.name
animania:entity_egg_chicken_random, item.animania_entity_egg_chicken_random.name
animania:entity_egg_peacock_random, item.animania_entity_egg_peacock_random.name
animania:entity_egg_dart_frog, item.animania_entity_egg_dart_frog.name
animania:entity_egg_goat_random, item.animania_entity_egg_goat_random.name
animania:entity_egg_sheep_random, item.animania_entity_egg_sheep_random.name
animania:entity_egg_rabbit_random, item.animania_entity_egg_rabbit_random.name
animania:block_straw, Straw
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:bee_hive, Bee Hive
animania:wild_hive, Bee Nest
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
avaritia:resource:0, Diamond Lattice
avaritia:resource:1, Crystal Matrix Ingot
avaritia:resource:2, Pile of Neutrons
avaritia:resource:3, Neutronium Nugget
avaritia:resource:4, Neutronium Ingot
avaritia:resource:5, Infinity Catalyst
avaritia:resource:6, Infinity Ingot
avaritia:resource:7, Record Fragment
avaritia:singularity:0, Extreme Iron Singularity
avaritia:singularity:1, Extreme Gold Singularity
avaritia:singularity:2, Extreme Lapis Singularity
avaritia:singularity:3, Extreme Redstone Singularity
avaritia:singularity:4, Extreme Nether Quartz Singularity
avaritia:singularity:5, Extreme Copper Singularity
avaritia:singularity:6, Extreme Tin Singularity
avaritia:singularity:7, Extreme Lead Singularity
avaritia:singularity:8, Extreme Silver Singularity
avaritia:singularity:9, Extreme Nickel Singularity
avaritia:singularity:10, Extreme Diamond Singularity
avaritia:singularity:11, Extreme Emerald Singularity
avaritia:singularity:12, Fluxed Singularity
avaritia:singularity:13, Platinum Singularity
avaritia:singularity:14, Iridium Singularity
avaritia:infinity_sword, Sword of the Cosmos
avaritia:infinity_bow, Longbow of the Heavens
avaritia:infinity_pickaxe, World Breaker
avaritia:infinity_shovel, Planet Eater
avaritia:infinity_axe, Nature's Ruin
avaritia:infinity_hoe, Hoe of the Green Earth
avaritia:infinity_helmet, Infinity Helmet
avaritia:infinity_chestplate, Infinity Breastplate
avaritia:infinity_pants, Infinity Leggings
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_crafting_table, Compressed Crafting Table
avaritia:double_compressed_crafting_table, Double Compressed Crafting Table
avaritia:extreme_crafting_table, Extreme Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
techreborn:thermal_generator, Thermal Generator
techreborn:quantum_tank, Quantum Tank
techreborn:creative_quantum_tank, Creative Quantum Tank
techreborn:quantum_chest, Quantum Chest
techreborn:creative_quantum_chest, Creative Quantum Chest
techreborn:digital_chest, Digital Chest
techreborn:industrial_centrifuge, Industrial Centrifuge
techreborn:rolling_machine, Rolling Machine
techreborn:industrial_blast_furnace, Industrial Blast Furnace
techreborn:alloy_smelter, Alloy Smelter
techreborn:industrial_grinder, Industrial Grinder
techreborn:implosion_compressor, Implosion Compressor
techreborn:matter_fabricator, Matter Fabricator
techreborn:chunk_loader, Industrial Chunkloader
techreborn:charge_o_mat, Charge-O-Mat
techreborn:player_detector:0, Player Detector (All)
techreborn:player_detector:1, Player Detector (Others)
techreborn:player_detector:2, Player Detector (You)
techreborn:cable:0, Copper Cable
techreborn:cable:1, Tin Cable
techreborn:cable:2, Gold Cable
techreborn:cable:3, HV Cable
techreborn:cable:4, Glass Fiber Cable
techreborn:cable:5, Insulated Copper Cable
techreborn:cable:6, Insulated Gold Cable
techreborn:cable:7, Insulated HV Cable
techreborn:cable:8, Superconductor Cable
techreborn:machine_casing:0, Standard Machine Casing
techreborn:machine_casing:1, Reinforced Machine Casing
techreborn:machine_casing:2, Advanced Machine Casing
techreborn:ore:0, Galena Ore
techreborn:ore:1, Iridium Ore
techreborn:ore:2, Ruby Ore
techreborn:ore:3, Sapphire Ore
techreborn:ore:4, Bauxite Ore
techreborn:ore:5, Pyrite Ore
techreborn:ore:6, Cinnabar Ore
techreborn:ore:7, Sphalerite Ore
techreborn:ore:8, Tungsten Ore
techreborn:ore:9, Sheldonite Ore
techreborn:ore:10, Peridot Ore
techreborn:ore:11, Sodalite Ore
techreborn:ore:12, Lead Ore
techreborn:ore:13, Silver Ore
techreborn:ore2:0, Copper Ore
techreborn:ore2:1, Tin Ore
techreborn:storage:0, Block of Silver
techreborn:storage:1, Block of Aluminium
techreborn:storage:2, Block of Titanium
techreborn:storage:3, Block of Chrome
